Customer_ID,Age,Gender,Tenure,Contract_Type,Payment_Method,Internet_Service,Tech_Support,Streaming_Service,Online_Security,Customer_Support_Calls,Satisfaction_Score,Monthly_Charges,Total_Charges,Churn_Probability,Risk_Score,Risk_Category,Churn
CUST-02926,45,Male,3,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,Yes,3,2.6,97.51,385.77,0.7384,73.8,High,Yes
CUST-02927,40,Male,44,Month-to-Month,Mailed Check,DSL,Yes,No,No,2,1.0,50.13,2174.44,0.5043,50.4,Medium,No
CUST-02928,45,Female,5,One Year,Mailed Check,No,No,No,Yes,2,4.5,25.23,158.34,0.2469,24.7,Low,No
CUST-02929,64,Female,64,Two Year,Mailed Check,Fiber Optic,Yes,Yes,No,1,3.7,79.13,4629.69,0.2413,24.1,Low,No
CUST-02930,55,Male,6,Two Year,Credit Card,Fiber Optic,No,Yes,No,4,2.2,103.45,691.24,0.465,46.5,Medium,No
CUST-02931,54,Female,31,One Year,Bank Transfer,No,No Internet,Yes,No Internet,3,3.0,20.02,654.74,0.2064,20.6,Low,No
CUST-02932,35,Male,8,One Year,Bank Transfer,DSL,No Internet,No,No,1,4.7,34.9,301.14,0.1291,12.9,Low,No
CUST-02933,29,Male,9,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No Internet,2,4.9,90.22,841.42,0.7251,72.5,High,Yes
CUST-02934,55,Male,8,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No Internet,No,3,2.8,113.91,1053.89,0.5962,59.6,Medium,No
CUST-02935,54,Male,33,One Year,Bank Transfer,No,No,No Internet,No Internet,3,4.8,36.55,1228.73,0.2595,25.9,Low,No
CUST-02936,62,Female,19,Two Year,Electronic Check,No,No,Yes,No,1,3.2,34.14,671.53,0.3207,32.1,Low,No
CUST-02937,33,Male,51,One Year,Credit Card,Fiber Optic,No Internet,No Internet,No,2,2.4,78.01,3894.77,0.3391,33.9,Low,No
CUST-02938,38,Female,8,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,Yes,4,2.6,95.52,794.04,0.8273,82.7,High,Yes
CUST-02939,19,Male,28,Month-to-Month,Mailed Check,DSL,No,Yes,No,4,5.0,66.32,1897.01,0.5456,54.6,Medium,No
CUST-02940,36,Female,33,One Year,Electronic Check,Fiber Optic,Yes,No,No,3,3.8,78.71,2611.36,0.5376,53.8,Medium,No
CUST-02941,55,Male,3,One Year,Electronic Check,Fiber Optic,No Internet,No,Yes,1,2.2,80.95,310.95,0.4881,48.8,Medium,No
CUST-02942,35,Male,12,One Year,Credit Card,Fiber Optic,No Internet,Yes,No,3,4.3,93.74,1110.81,0.3951,39.5,Low,No
CUST-02943,50,Male,15,One Year,Mailed Check,Fiber Optic,No,Yes,Yes,3,4.4,80.69,1288.0,0.328,32.8,Low,No
CUST-02944,39,Male,10,Month-to-Month,Credit Card,No,No,Yes,No,5,2.7,18.0,196.96,0.6071,60.7,Medium,No
CUST-02945,46,Male,9,Two Year,Electronic Check,Fiber Optic,No,Yes,No,1,3.7,70.59,694.51,0.5344,53.4,Medium,No
CUST-02946,25,Female,27,One Year,Electronic Check,Fiber Optic,No Internet,Yes,Yes,2,4.8,80.01,2060.44,0.4836,48.4,Medium,No
CUST-02947,43,Female,5,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,Yes,4,1.9,86.79,492.32,0.9455,94.6,High,Yes
CUST-02948,18,Female,29,Month-to-Month,Bank Transfer,DSL,No Internet,Yes,No,2,1.2,45.2,1315.97,0.5174,51.7,Medium,No
CUST-02949,39,Female,65,Two Year,Credit Card,Fiber Optic,Yes,Yes,Yes,2,2.5,96.14,6409.78,0.2822,28.2,Low,No
CUST-02950,19,Male,19,Two Year,Mailed Check,DSL,No Internet,Yes,No,0,1.3,72.77,1358.52,0.1272,12.7,Low,No
CUST-02951,58,Male,22,Month-to-Month,Mailed Check,DSL,No,No Internet,Yes,2,1.8,56.41,1323.54,0.6839,68.4,Medium,Yes
CUST-02952,52,Female,1,Month-to-Month,Credit Card,No,Yes,No,No Internet,1,4.5,42.4,80.38,0.365,36.5,Low,No
CUST-02953,48,Female,47,Month-to-Month,Electronic Check,DSL,Yes,No,No Internet,2,2.3,53.88,2585.86,0.5842,58.4,Medium,No
CUST-02954,63,Female,8,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,2,3.1,78.22,732.52,0.7471,74.7,High,Yes
CUST-02955,28,Female,22,One Year,Mailed Check,Fiber Optic,Yes,No,Yes,0,4.0,97.41,2256.4,0.2546,25.5,Low,No
CUST-02956,66,Male,72,One Year,Electronic Check,DSL,No,No,Yes,2,4.5,68.55,4555.73,0.2507,25.1,Low,No
CUST-02957,55,Male,21,One Year,Electronic Check,Fiber Optic,Yes,Yes,No Internet,3,3.6,86.86,1827.73,0.4668,46.7,Medium,No
CUST-02958,38,Male,30,One Year,Electronic Check,DSL,Yes,Yes,No,1,1.0,59.84,1830.41,0.3016,30.2,Low,No
CUST-02959,57,Male,14,Month-to-Month,Credit Card,No,No,Yes,No,1,3.1,48.62,730.02,0.5438,54.4,Medium,No
CUST-02960,26,Male,1,Month-to-Month,Bank Transfer,No,No,No,No Internet,2,4.0,18.0,34.26,0.5428,54.3,Medium,No
CUST-02961,30,Male,38,Month-to-Month,Credit Card,No,No,Yes,No Internet,2,3.4,18.0,676.95,0.4287,42.9,Medium,No
CUST-02962,33,Female,0,Month-to-Month,Mailed Check,No,No,Yes,No Internet,3,3.8,29.7,28.41,0.5167,51.7,Medium,No
CUST-02963,34,Female,28,Month-to-Month,Bank Transfer,DSL,No,No,No,1,2.5,68.79,2004.28,0.5269,52.7,Medium,No
CUST-02964,27,Female,0,One Year,Bank Transfer,DSL,No,Yes,No Internet,5,3.3,59.04,61.23,0.2497,25.0,Low,No
CUST-02965,59,Female,47,Two Year,Credit Card,Fiber Optic,Yes,No,No Internet,1,3.9,76.1,3713.93,0.284,28.4,Low,No
CUST-02966,38,Male,4,One Year,Electronic Check,No,Yes,No,No,4,4.8,23.53,110.53,0.2084,20.8,Low,No
CUST-02967,46,Male,17,Two Year,Electronic Check,Fiber Optic,Yes,No Internet,No Internet,2,2.5,76.76,1355.45,0.5244,52.4,Medium,No
CUST-02968,34,Female,21,One Year,Bank Transfer,DSL,No,No Internet,No,4,2.5,57.83,1236.28,0.3376,33.8,Low,No
CUST-02969,18,Male,14,One Year,Credit Card,Fiber Optic,No,No Internet,No,5,4.9,79.19,1071.83,0.3877,38.8,Low,No
CUST-02970,45,Male,10,Month-to-Month,Credit Card,Fiber Optic,No,No Internet,No,2,2.8,95.97,1098.7,0.7005,70.0,High,Yes
CUST-02971,18,Male,15,Two Year,Bank Transfer,DSL,No Internet,Yes,No,2,3.4,44.01,682.96,0.209,20.9,Low,No
CUST-02972,41,Male,8,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,3,3.5,88.74,831.78,0.8771,87.7,High,Yes
CUST-02973,22,Female,13,Month-to-Month,Electronic Check,DSL,No,Yes,No Internet,5,3.2,51.1,715.13,0.7269,72.7,High,Yes
CUST-02974,69,Male,10,Month-to-Month,Credit Card,DSL,Yes,No,Yes,0,5.0,77.87,861.91,0.4435,44.4,Medium,No
CUST-02975,54,Female,20,Two Year,Mailed Check,DSL,No,Yes,No Internet,2,2.9,61.35,1242.03,0.057,5.7,Low,No
CUST-02976,43,Female,6,Two Year,Electronic Check,Fiber Optic,No,Yes,No,1,4.1,79.79,574.56,0.549,54.9,Medium,No
CUST-02977,59,Male,72,One Year,Credit Card,DSL,No Internet,No Internet,Yes,1,2.7,71.6,4849.5,0.0435,4.3,Low,No
CUST-02978,30,Male,16,One Year,Electronic Check,No,No Internet,Yes,No Internet,2,5.0,18.0,319.43,0.312,31.2,Low,No
CUST-02979,49,Male,5,Month-to-Month,Bank Transfer,Fiber Optic,No,No,Yes,0,2.3,77.6,462.08,0.7408,74.1,High,Yes
CUST-02980,44,Male,15,Two Year,Bank Transfer,DSL,No Internet,No,No Internet,3,3.9,42.01,638.45,0.0768,7.7,Low,No
CUST-02981,45,Female,48,One Year,Electronic Check,DSL,No,Yes,No,2,1.0,55.57,2752.62,0.3176,31.8,Low,No
CUST-02982,59,Female,0,Two Year,Electronic Check,No,No,No,No Internet,2,2.9,21.52,21.77,0.4417,44.2,Medium,No
CUST-02983,52,Female,27,Month-to-Month,Electronic Check,DSL,No Internet,Yes,Yes,3,3.8,36.22,1030.57,0.7195,72.0,High,Yes
CUST-02984,46,Male,19,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No Internet,Yes,4,1.6,82.71,1561.6,0.7396,74.0,High,Yes
CUST-02985,18,Female,4,Two Year,Mailed Check,No,No,No Internet,No Internet,3,2.8,18.0,81.35,0.2405,24.1,Low,No
CUST-02986,28,Female,40,Month-to-Month,Electronic Check,No,No,No,Yes,1,5.0,25.46,1078.71,0.6091,60.9,Medium,No
CUST-02987,40,Male,11,Two Year,Credit Card,DSL,No Internet,No Internet,No Internet,5,2.0,67.98,831.77,0.2503,25.0,Low,No
CUST-02988,43,Female,8,Month-to-Month,Mailed Check,DSL,No,Yes,No Internet,2,3.5,62.0,535.84,0.5093,50.9,Medium,No
CUST-02989,26,Male,42,Two Year,Electronic Check,DSL,Yes,No,Yes,2,1.6,55.64,2212.92,0.2519,25.2,Low,No
CUST-02990,75,Female,24,Month-to-Month,Electronic Check,DSL,No,Yes,No,2,2.0,36.93,895.85,0.7176,71.8,High,Yes
CUST-02991,63,Female,54,One Year,Electronic Check,DSL,Yes,No,Yes,2,3.7,46.32,2409.69,0.2726,27.3,Low,No
CUST-02992,50,Male,23,Month-to-Month,Credit Card,No,No,Yes,No,2,3.0,27.89,621.91,0.583,58.3,Medium,No
CUST-02993,43,Female,32,One Year,Electronic Check,No,No Internet,No,No,2,2.3,20.45,656.58,0.2214,22.1,Low,No
CUST-02994,39,Male,43,Month-to-Month,Mailed Check,DSL,No,No,No,1,2.7,45.87,2067.63,0.5169,51.7,Medium,No
CUST-02995,28,Male,1,Two Year,Credit Card,No,No Internet,Yes,No Internet,3,4.4,18.0,35.54,0.02,2.0,Low,No
CUST-02996,43,Female,35,One Year,Bank Transfer,Fiber Optic,No Internet,Yes,Yes,3,2.9,44.26,1550.52,0.276,27.6,Low,No
CUST-02997,45,Female,22,Month-to-Month,Mailed Check,Fiber Optic,No Internet,Yes,No,3,3.8,90.54,2184.69,0.6609,66.1,Medium,Yes
CUST-02998,24,Male,1,Two Year,Credit Card,DSL,No Internet,No,No,3,1.3,49.77,100.94,0.1549,15.5,Low,No
CUST-02999,46,Male,17,Month-to-Month,Bank Transfer,DSL,No,Yes,Yes,4,2.6,54.16,896.68,0.5948,59.5,Medium,No
CUST-03000,39,Male,2,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,3,2.7,93.51,270.02,0.96,96.0,High,Yes
CUST-03001,18,Male,31,Month-to-Month,Bank Transfer,DSL,No Internet,No,No,1,2.4,35.93,1114.97,0.4592,45.9,Medium,No
CUST-03002,29,Female,18,Two Year,Credit Card,Fiber Optic,No,Yes,No Internet,3,3.1,71.69,1350.64,0.5216,52.2,Medium,No
CUST-03003,36,Female,72,Month-to-Month,Mailed Check,DSL,No,No,No,0,2.9,50.37,3685.34,0.455,45.5,Medium,No
CUST-03004,68,Female,4,Month-to-Month,Bank Transfer,No,No,No,No,1,4.0,30.42,144.32,0.5044,50.4,Medium,No
CUST-03005,49,Male,22,Two Year,Credit Card,DSL,No,No,No,2,4.4,47.27,1038.4,0.2222,22.2,Low,No
CUST-03006,23,Female,5,Two Year,Bank Transfer,Fiber Optic,No,No,No Internet,4,2.5,80.48,442.09,0.553,55.3,Medium,No
CUST-03007,48,Male,22,Month-to-Month,Electronic Check,No,No,Yes,No Internet,2,4.5,31.72,666.38,0.7083,70.8,High,Yes
CUST-03008,20,Female,30,One Year,Electronic Check,DSL,No,Yes,Yes,0,2.4,45.59,1432.65,0.3946,39.5,Low,No
CUST-03009,57,Female,30,Two Year,Bank Transfer,No,No,No,No,2,3.3,29.77,958.78,0.1942,19.4,Low,No
CUST-03010,35,Female,40,Month-to-Month,Electronic Check,DSL,No,Yes,No,0,1.7,52.44,1998.51,0.6563,65.6,Medium,Yes
CUST-03011,40,Male,46,Two Year,Credit Card,No,Yes,No Internet,No,1,2.9,22.03,1075.24,0.1768,17.7,Low,No
CUST-03012,60,Male,1,Month-to-Month,Mailed Check,No,No,Yes,No,1,4.9,21.14,40.23,0.472,47.2,Medium,No
CUST-03013,23,Male,10,One Year,Mailed Check,DSL,Yes,No,No,3,3.4,60.41,685.85,0.1586,15.9,Low,No
CUST-03014,22,Female,27,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,Yes,Yes,5,2.9,61.19,1548.68,0.6359,63.6,Medium,Yes
CUST-03015,33,Male,16,One Year,Mailed Check,DSL,No Internet,No Internet,No,4,1.0,52.27,811.8,0.3185,31.9,Low,No
CUST-03016,56,Male,5,Month-to-Month,Mailed Check,DSL,No,No,Yes,3,3.1,59.07,342.09,0.6157,61.6,Medium,No
CUST-03017,20,Male,19,One Year,Electronic Check,DSL,No Internet,No,Yes,1,3.3,53.76,1104.44,0.3309,33.1,Low,No
CUST-03018,18,Female,12,Month-to-Month,Bank Transfer,Fiber Optic,No,No,Yes,2,2.7,101.97,1282.37,0.8454,84.5,High,Yes
CUST-03019,35,Male,11,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,3,2.8,86.41,1063.8,0.7188,71.9,High,Yes
CUST-03020,49,Female,39,Month-to-Month,Bank Transfer,DSL,No,No,No Internet,2,3.1,56.28,2141.15,0.4192,41.9,Medium,No
CUST-03021,58,Female,12,Two Year,Mailed Check,No,Yes,Yes,No,3,3.2,32.33,386.61,0.1651,16.5,Low,No
CUST-03022,35,Female,0,Month-to-Month,Electronic Check,DSL,No,No,No,3,3.0,64.94,67.46,0.7116,71.2,High,Yes
CUST-03023,36,Male,1,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No Internet,1,4.5,109.89,200.32,0.8043,80.4,High,Yes
CUST-03024,58,Male,46,Month-to-Month,Credit Card,Fiber Optic,No,Yes,Yes,2,2.1,120.0,5674.24,0.8073,80.7,High,Yes
CUST-03025,18,Male,72,One Year,Mailed Check,Fiber Optic,No,Yes,Yes,1,4.9,89.34,6733.44,0.3323,33.2,Low,No
CUST-03026,36,Male,27,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,2,2.9,70.01,1799.53,0.7152,71.5,High,Yes
CUST-03027,44,Male,10,One Year,Mailed Check,Fiber Optic,No,Yes,No,1,3.8,112.68,1212.05,0.3485,34.8,Low,No
CUST-03028,48,Female,66,Month-to-Month,Mailed Check,No,No,No Internet,No Internet,4,4.4,28.3,1721.52,0.4123,41.2,Medium,No
CUST-03029,34,Male,26,Month-to-Month,Credit Card,No,Yes,No,No Internet,2,3.4,34.58,904.56,0.3786,37.9,Low,No
CUST-03030,42,Female,44,One Year,Electronic Check,Fiber Optic,Yes,No Internet,No,5,3.2,95.23,4362.94,0.5268,52.7,Medium,No
CUST-03031,18,Male,34,Two Year,Mailed Check,DSL,No,Yes,No,1,3.4,51.1,1691.21,0.1459,14.6,Low,No
CUST-03032,32,Female,11,Month-to-Month,Electronic Check,DSL,No,No,Yes,1,1.1,48.0,538.55,0.7761,77.6,High,Yes
CUST-03033,48,Female,15,Month-to-Month,Electronic Check,No,Yes,No,No,4,1.0,33.01,495.28,0.7547,75.5,High,Yes
CUST-03034,28,Female,4,Month-to-Month,Bank Transfer,No,No,No,No Internet,0,4.0,18.0,91.68,0.5217,52.2,Medium,No
CUST-03035,42,Female,8,One Year,Electronic Check,Fiber Optic,No,No,No,4,2.8,48.85,459.9,0.7521,75.2,High,Yes
CUST-03036,48,Female,36,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No,Yes,2,2.3,57.2,1977.25,0.6839,68.4,Medium,Yes
CUST-03037,37,Female,53,Two Year,Electronic Check,Fiber Optic,No Internet,No,No,3,3.4,60.39,2968.54,0.5487,54.9,Medium,No
CUST-03038,44,Male,30,Month-to-Month,Bank Transfer,DSL,No,No,No,3,3.0,37.13,1057.66,0.6212,62.1,Medium,Yes
CUST-03039,28,Female,15,Month-to-Month,Electronic Check,DSL,No,No,No,3,1.8,60.09,955.9,0.6934,69.3,Medium,Yes
CUST-03040,39,Male,2,Month-to-Month,Bank Transfer,Fiber Optic,No,No Internet,No,2,4.2,103.1,309.74,0.7751,77.5,High,Yes
CUST-03041,50,Male,1,One Year,Bank Transfer,No,Yes,No Internet,No,2,4.4,18.0,34.83,0.2253,22.5,Low,No
CUST-03042,44,Male,11,One Year,Credit Card,DSL,No,No,No,4,3.4,56.25,615.53,0.2092,20.9,Low,No
CUST-03043,33,Male,14,Month-to-Month,Credit Card,No,No,Yes,No,1,3.4,19.4,302.41,0.4783,47.8,Medium,No
CUST-03044,45,Male,22,Two Year,Electronic Check,Fiber Optic,No,Yes,No Internet,4,3.2,105.13,2513.48,0.6518,65.2,Medium,Yes
CUST-03045,52,Male,0,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No Internet,2,3.3,99.34,95.27,0.8402,84.0,High,Yes
CUST-03046,18,Male,72,One Year,Bank Transfer,Fiber Optic,No,Yes,Yes,3,3.6,89.11,6655.58,0.5047,50.5,Medium,No
CUST-03047,58,Female,10,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,3,2.7,109.15,1242.42,0.8493,84.9,High,Yes
CUST-03048,37,Male,45,Month-to-Month,Electronic Check,DSL,No Internet,Yes,No,4,4.1,48.43,2174.78,0.6412,64.1,Medium,Yes
CUST-03049,47,Female,18,Two Year,Electronic Check,Fiber Optic,Yes,No,Yes,3,3.4,76.22,1434.02,0.4711,47.1,Medium,No
CUST-03050,58,Male,3,Two Year,Bank Transfer,DSL,No,Yes,No Internet,2,4.1,47.67,192.58,0.1154,11.5,Low,No
CUST-03051,22,Female,38,Month-to-Month,Credit Card,Fiber Optic,Yes,No,Yes,5,4.6,80.16,3231.58,0.7405,74.1,High,Yes
CUST-03052,32,Female,29,One Year,Credit Card,Fiber Optic,No,Yes,No Internet,2,3.2,73.4,2011.23,0.4349,43.5,Medium,No
CUST-03053,37,Female,17,Month-to-Month,Electronic Check,No,Yes,No Internet,Yes,3,3.6,19.13,312.64,0.6291,62.9,Medium,Yes
CUST-03054,31,Female,17,One Year,Mailed Check,No,Yes,No,No,3,3.9,19.35,348.74,0.1501,15.0,Low,No
CUST-03055,66,Male,2,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,Yes,5,3.3,64.29,174.96,0.8861,88.6,High,Yes
CUST-03056,30,Female,25,Two Year,Mailed Check,No,No,No Internet,No,3,2.8,20.16,479.96,0.1912,19.1,Low,No
CUST-03057,34,Female,58,Month-to-Month,Bank Transfer,DSL,No,Yes,Yes,1,3.4,66.42,3775.2,0.3618,36.2,Low,No
CUST-03058,44,Female,2,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No Internet,Yes,2,4.6,69.95,194.6,0.6239,62.4,Medium,Yes
CUST-03059,25,Female,7,Month-to-Month,Mailed Check,No,Yes,No,No Internet,9,1.0,18.0,149.01,0.6196,62.0,Medium,No
CUST-03060,36,Male,55,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,Yes,3,4.0,87.17,4636.16,0.7384,73.8,High,Yes
CUST-03061,46,Female,8,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,3,3.4,115.6,1026.49,0.7761,77.6,High,Yes
CUST-03062,37,Male,25,Month-to-Month,Credit Card,DSL,No,Yes,No,1,2.6,35.54,833.0,0.6568,65.7,Medium,Yes
CUST-03063,40,Female,18,One Year,Electronic Check,Fiber Optic,No,No Internet,Yes,3,4.2,89.61,1663.45,0.5872,58.7,Medium,No
CUST-03064,34,Male,21,Month-to-Month,Electronic Check,Fiber Optic,No,No,Yes,1,1.9,91.95,2066.4,0.8064,80.6,High,Yes
CUST-03065,20,Female,12,One Year,Bank Transfer,Fiber Optic,No,Yes,Yes,5,2.8,83.55,1135.3,0.4925,49.2,Medium,No
CUST-03066,46,Male,8,One Year,Bank Transfer,DSL,No,No,No,5,4.6,56.5,509.42,0.2287,22.9,Low,No
CUST-03067,66,Male,1,Two Year,Credit Card,DSL,No,Yes,No Internet,0,1.1,51.71,96.22,0.2444,24.4,Low,No
CUST-03068,42,Female,32,Two Year,Mailed Check,Fiber Optic,Yes,Yes,No Internet,1,3.8,98.18,3092.38,0.2194,21.9,Low,No
CUST-03069,45,Female,32,Two Year,Mailed Check,No,Yes,No Internet,No Internet,1,4.8,40.53,1235.21,0.1529,15.3,Low,No
CUST-03070,51,Female,26,One Year,Mailed Check,Fiber Optic,No Internet,No,No,2,4.4,66.36,1703.34,0.4081,40.8,Medium,No
CUST-03071,24,Male,24,Month-to-Month,Credit Card,DSL,No,Yes,No Internet,2,3.6,58.29,1434.22,0.5917,59.2,Medium,No
CUST-03072,65,Male,6,One Year,Bank Transfer,No,Yes,No Internet,No,3,2.1,23.59,160.69,0.2412,24.1,Low,No
CUST-03073,44,Female,0,Two Year,Credit Card,No,No Internet,No,No,2,4.2,29.63,30.55,0.0719,7.2,Low,No
CUST-03074,64,Female,39,Month-to-Month,Electronic Check,DSL,No,Yes,No,3,2.5,49.81,1854.11,0.7056,70.6,High,Yes
CUST-03075,31,Female,16,Month-to-Month,Credit Card,DSL,No,Yes,Yes,3,3.0,53.43,876.56,0.5205,52.0,Medium,No
CUST-03076,67,Male,8,Month-to-Month,Mailed Check,Fiber Optic,No,No,No Internet,2,3.1,78.46,702.48,0.7667,76.7,High,Yes
CUST-03077,52,Female,2,One Year,Electronic Check,DSL,No,No,Yes,2,1.8,44.79,140.71,0.4573,45.7,Medium,No
CUST-03078,49,Male,1,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,2,4.6,70.5,131.42,0.8968,89.7,High,Yes
CUST-03079,45,Female,10,One Year,Bank Transfer,Fiber Optic,Yes,No,No,5,3.1,105.03,1184.17,0.3847,38.5,Low,No
CUST-03080,38,Male,39,One Year,Mailed Check,Fiber Optic,No,No,Yes,4,3.1,97.82,3884.1,0.3828,38.3,Low,No
CUST-03081,58,Male,60,Two Year,Credit Card,Fiber Optic,No,No,No,0,2.5,102.11,5730.93,0.4214,42.1,Medium,No
CUST-03082,43,Female,54,One Year,Bank Transfer,DSL,Yes,No Internet,No,3,2.4,65.78,3681.54,0.1836,18.4,Low,No
CUST-03083,18,Female,60,Two Year,Electronic Check,No,No,Yes,No Internet,4,3.9,26.61,1503.48,0.1766,17.7,Low,No
CUST-03084,26,Male,57,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,2,3.9,74.79,4359.35,0.7414,74.1,High,Yes
CUST-03085,39,Male,17,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,2,5.0,80.34,1353.7,0.7253,72.5,High,Yes
CUST-03086,46,Male,5,Month-to-Month,Mailed Check,DSL,No,Yes,Yes,3,2.9,47.57,276.93,0.5655,56.5,Medium,No
CUST-03087,41,Female,38,Month-to-Month,Bank Transfer,DSL,No,Yes,No,3,2.7,61.26,2430.93,0.5068,50.7,Medium,No
CUST-03088,59,Male,5,Month-to-Month,Credit Card,Fiber Optic,No,Yes,Yes,5,4.4,91.13,544.12,0.7866,78.7,High,Yes
CUST-03089,18,Male,7,One Year,Mailed Check,Fiber Optic,No Internet,No,No,1,4.1,78.8,637.37,0.3155,31.6,Low,No
CUST-03090,44,Female,6,One Year,Credit Card,DSL,No Internet,Yes,Yes,0,2.9,58.04,414.61,0.1657,16.6,Low,No
CUST-03091,18,Female,17,One Year,Bank Transfer,No,No Internet,Yes,No,5,3.6,18.0,293.29,0.1789,17.9,Low,No
CUST-03092,52,Female,9,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,3,4.9,98.88,961.2,0.7539,75.4,High,Yes
CUST-03093,40,Female,4,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,2,1.9,93.04,487.46,0.7753,77.5,High,Yes
CUST-03094,47,Female,14,One Year,Bank Transfer,DSL,No Internet,No,No,6,2.4,54.61,834.96,0.2115,21.1,Low,No
CUST-03095,29,Female,49,Month-to-Month,Electronic Check,Fiber Optic,No Internet,Yes,No,5,3.7,86.29,4119.79,0.8614,86.1,High,Yes
CUST-03096,59,Female,20,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,1,2.5,52.42,1037.8,0.7698,77.0,High,Yes
CUST-03097,56,Female,50,Month-to-Month,Bank Transfer,DSL,No,No,No,1,2.5,43.3,2220.94,0.5259,52.6,Medium,No
CUST-03098,50,Male,5,Month-to-Month,Electronic Check,No,Yes,No,No,4,4.6,21.25,117.37,0.5788,57.9,Medium,No
CUST-03099,40,Female,4,Month-to-Month,Credit Card,Fiber Optic,No Internet,Yes,No,0,3.7,70.6,364.44,0.6854,68.5,Medium,Yes
CUST-03100,50,Male,20,Month-to-Month,Electronic Check,DSL,No,No,Yes,2,3.1,52.13,998.7,0.7728,77.3,High,Yes
CUST-03101,32,Male,14,Month-to-Month,Credit Card,Fiber Optic,No Internet,No Internet,No,1,2.3,65.54,967.24,0.7444,74.4,High,Yes
CUST-03102,53,Male,25,One Year,Electronic Check,No,Yes,Yes,No Internet,3,3.6,27.37,730.85,0.2607,26.1,Low,No
CUST-03103,65,Male,37,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,1,4.5,82.7,3167.73,0.7645,76.4,High,Yes
CUST-03104,56,Female,33,Month-to-Month,Mailed Check,DSL,No,Yes,Yes,1,1.8,60.83,2012.03,0.5651,56.5,Medium,No
CUST-03105,31,Female,68,Two Year,Bank Transfer,No,No Internet,No,Yes,1,1.9,19.71,1270.81,0.065,6.5,Low,No
CUST-03106,47,Female,12,One Year,Electronic Check,No,No Internet,No,Yes,2,3.9,22.56,290.36,0.309,30.9,Low,No
CUST-03107,23,Female,5,Month-to-Month,Electronic Check,DSL,Yes,Yes,Yes,0,2.6,46.04,288.66,0.5794,57.9,Medium,No
CUST-03108,50,Male,19,Two Year,Electronic Check,Fiber Optic,No,Yes,No,3,2.3,105.14,1922.6,0.6115,61.1,Medium,No
CUST-03109,48,Male,2,Month-to-Month,Credit Card,Fiber Optic,Yes,No Internet,No,1,2.5,56.45,153.22,0.7027,70.3,High,Yes
CUST-03110,18,Female,8,Month-to-Month,Electronic Check,Fiber Optic,No,No,No Internet,6,4.0,62.85,544.68,0.912,91.2,High,Yes
CUST-03111,25,Female,5,Two Year,Bank Transfer,DSL,No,No Internet,No Internet,3,4.0,61.82,366.72,0.2508,25.1,Low,No
CUST-03112,38,Male,12,Two Year,Credit Card,DSL,No,No Internet,No,2,3.6,49.88,618.42,0.1206,12.1,Low,No
CUST-03113,37,Female,2,Month-to-Month,Credit Card,No,No Internet,No,No Internet,0,2.7,27.34,82.65,0.4685,46.9,Medium,No
CUST-03114,25,Male,0,One Year,Electronic Check,Fiber Optic,No,Yes,No,0,2.3,83.41,81.61,0.5426,54.3,Medium,No
CUST-03115,47,Male,25,One Year,Credit Card,DSL,No,No,No,0,2.5,49.4,1222.84,0.2089,20.9,Low,No
CUST-03116,45,Male,22,Month-to-Month,Electronic Check,No,No,Yes,Yes,2,2.2,18.0,421.91,0.7373,73.7,High,Yes
CUST-03117,39,Male,29,Month-to-Month,Bank Transfer,No,No,No,Yes,2,2.8,26.71,733.12,0.4417,44.2,Medium,No
CUST-03118,31,Female,25,Month-to-Month,Bank Transfer,DSL,No Internet,No,Yes,0,3.2,59.27,1396.18,0.52,52.0,Medium,No
CUST-03119,56,Female,2,Two Year,Electronic Check,DSL,No Internet,No Internet,Yes,2,4.0,65.62,178.85,0.1664,16.6,Low,No
